UNIT_ID,FIRE_NAME,CAUSE,ALARM_DATE_Con
Bakersfield District - BLM,SIMMLER,7 - Arson,5/27/1996
Riverside CDF,READ,10 - Vehicle,5/14/1996
Riverside CDF,VERBENIA,2 - Equipment Use,8/4/1995
Marin County,VISION,14 - Unknown / Unidentified,10/3/1995
San Diego CDF,SYCAMORE,14 - Unknown / Unidentified,8/29/1995
Kern County,PUMP,7 - Arson,8/15/1995
Bakersfield District - BLM,HONOLULU,7 - Arson,8/15/1995
Cleveland National Forest,EL MONTE,3 - Smoking,8/27/1995
Bakersfield District - BLM,46,11 - Powerline,6/1/1995
Cleveland National Forest,BUTTERFIELD,7 - Arson,6/19/1995
Mendocino CDF,GUNTLEY,14 - Unknown / Unidentified,10/5/1995
Joshua Tree NP,COVINGTON,1 - Lightning,7/31/1995
Riverside CDF,STANLEY,10 - Vehicle,7/27/1995
Sonoma - Lake - Napa CDF,PRIEST FIRE,14 - Unknown / Unidentified,<Null>
Inyo National Forest,POLE,9 - Miscellaneous,6/14/1995
Riverside CDF,DAWSON,8 - Playing with fire,7/20/1995
Tuolumne - Calaveras CDF,PEORIA,2 - Equipment Use,7/16/1995
San Luis Obispo CDF,BALD MTN. ESCAPE,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest,APACHE,7 - Arson,9/25/1995
Riverside CDF,BLUFF,4 - Campfire,10/13/1995
San Diego CDF,WARNERS,9 - Miscellaneous,10/13/1995
Butte CDF,HWY 149,14 - Unknown / Unidentified,10/4/1995
San Diego CDF,SYCAMORE,14 - Unknown / Unidentified,7/16/1995
San Bernardino CDF,PILGRIM,2 - Equipment Use,7/21/1995
Kern County,LOPEZ,1 - Lightning,7/30/1995
San Diego CDF,FORESTGATE,3 - Smoking,7/29/1995
Bakersfield District - BLM,ELK,11 - Powerline,6/25/1995
Madera - Mariposa CDF,NEES,14 - Unknown / Unidentified,5/8/1995
Riverside CDF,EXCELSIOR,14 - Unknown / Unidentified,6/23/1995
Santa Clara CDF,ORESTIMBA,5 - Debris,10/22/1995
Klamath National Forest,PONY,4 - Campfire,8/1/1995
Sequoia National Forest,ROCKY,9 - Miscellaneous,7/17/1995
San Diego CDF,POWAY,14 - Unknown / Unidentified,8/31/1995
Sequoia - Kings Canyon NP,CASTLE WF,18 - Escaped Prescribed Burn,11/9/1995
Riverside CDF,RECHE,9 - Miscellaneous,7/27/1995
Bakersfield District - BLM,SHERWOOD,11 - Powerline,5/29/1995
Riverside CDF,HWY 62,7 - Arson,7/22/1995
Riverside CDF,NICHOLS,10 - Vehicle,7/2/1995
Los Angeles County,FREEWAY FIRE NO II,14 - Unknown / Unidentified,10/5/1995
San Bernardino National Forest,ROUSE,4 - Campfire,8/5/1995
Kern County,KELLER,14 - Unknown / Unidentified,8/29/1995
San Bernardino National Forest,CROWDER,2 - Equipment Use,7/26/1995
Bakersfield District - BLM,SIMMLER,5 - Debris,6/1/1995
San Diego CDF,TECATE,4 - Campfire,11/28/1995
Riverside CDF,MORENO,3 - Smoking,7/23/1995
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Tuolumne - Calaveras CDF,CERRITOS,14 - Unknown / Unidentified,9/29/1995
Tulare County,YOKOHL,14 - Unknown / Unidentified,8/5/1995
Los Angeles County,TOWSLEY FIRE,14 - Unknown / Unidentified,12/4/1995
Ventura County,WILDWOOD I,14 - Unknown / Unidentified,6/1/1995
Kern County,DEVILS DEN,10 - Vehicle,6/22/1995
Mendocino CDF,BROOKTRAILS #2,14 - Unknown / Unidentified,7/5/1995
Riverside CDF,SEMINOLE,2 - Equipment Use,11/25/1995
Tahoe National Forest,HELESTER,2 - Equipment Use,8/11/1995
Fresno-Kings CDF,POWERHOUSE #2/#3 ,7 - Arson,8/23/1995
Bakersfield District - BLM,UNITED,11 - Powerline,6/7/1995
Yosemite National Park,SOUTH TURNER,1 - Lightning,7/18/1995
Bakersfield District - BLM,ASHURST,11 - Powerline,7/30/1995
Fresno-Kings CDF,SILAXO,3 - Smoking,9/9/1995
Santa Clara CDF,COSTA #2,14 - Unknown / Unidentified,7/16/1995
Riverside CDF,COTTONWOOD,14 - Unknown / Unidentified,<Null>
Los Angeles County,WEST FIRE NO II,14 - Unknown / Unidentified,7/28/1995
Riverside CDF,GRANITE,3 - Smoking,9/1/1995
Monterey - San Benito CDF,PANOCHE,14 - Unknown / Unidentified,<Null>
Riverside CDF,PEACH,14 - Unknown / Unidentified,<Null>
Northern CA District - BLM, ,1 - Lightning,9/15/1995
Los Angeles County,TEHON FIRE,14 - Unknown / Unidentified,7/26/1995
Sonoma - Lake - Napa CDF,EIGHTY EIGHT FIRE,14 - Unknown / Unidentified,<Null>
Los Angeles County,EASTSIDE FIRE,14 - Unknown / Unidentified,7/28/1995
Los Angeles County,DELTA FIRE,14 - Unknown / Unidentified,8/29/1995
Riverside CDF,MAYWOOD,14 - Unknown / Unidentified,<Null>
Riverside CDF,WICK,14 - Unknown / Unidentified,<Null>
Northern CA District - BLM,DEMO,2 - Equipment Use,<Null>
Santa Clara CDF,KENETECH #7,2 - Equipment Use,8/28/1995
Kern County,POE,2 - Equipment Use,7/9/1995
Kern County,RANCH,2 - Equipment Use,8/25/1995
Riverside CDF,BENTON,7 - Arson,7/30/1995
Fresno-Kings CDF,PYRAMID,7 - Arson,9/8/1995
Ventura County,SEXTON I,14 - Unknown / Unidentified,10/12/1995
Bakersfield District - BLM,58 #2,3 - Smoking,7/13/1995
Riverside CDF,ECHO,14 - Unknown / Unidentified,8/29/1995
Los Angeles County,LANCASTER FIRE,14 - Unknown / Unidentified,7/2/1995
Northern CA District - BLM, ,1 - Lightning,9/15/1995
Riverside CDF,ELM,9 - Miscellaneous,8/31/1995
Bakersfield District - BLM,OUTLAW,7 - Arson,5/24/1995
Riverside CDF,WATER,2 - Equipment Use,6/29/1995
Los Angeles County,110TH FIRE,14 - Unknown / Unidentified,9/23/1995
Sequoia National Forest,COW,7 - Arson,8/26/1995
San Diego CDF,MCCAIN,5 - Debris,12/12/1995
Lassen - Modoc CDF,SHAFFER FIRE,14 - Unknown / Unidentified,7/21/1995
Tuolumne - Calaveras CDF,MURRAY,9 - Miscellaneous,10/6/1995
Santa Clara CDF,PATTERSON PASS,2 - Equipment Use,8/24/1995
Los Angeles County,TROTTER FIRE,14 - Unknown / Unidentified,7/11/1995
Santa Clara CDF,CORRAL HOLLOW - PG&E,11 - Powerline,7/9/1995
Northern CA District - BLM,BYERS,9 - Miscellaneous,<Null>
San Luis Obispo CDF,TWISSELMAN,14 - Unknown / Unidentified,8/28/1995
Madera - Mariposa CDF,URRUTIA,14 - Unknown / Unidentified,<Null>
Riverside CDF,ESPERANZA,14 - Unknown / Unidentified,<Null>
Los Angeles County,DESERT FIRE,14 - Unknown / Unidentified,7/2/1995
Riverside CDF,COYOTE 1,14 - Unknown / Unidentified,<Null>
Los Angeles County,FREEWAY FIRE,14 - Unknown / Unidentified,8/4/1995
Bakersfield District - BLM,PANOCHE#2,11 - Powerline,7/26/1995
Riverside CDF,WARREN,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest,CAL STATE,9 - Miscellaneous,11/27/1995
Riverside CDF,LINCOLN,14 - Unknown / Unidentified,<Null>
Madera - Mariposa CDF,PACHECO,14 - Unknown / Unidentified,<Null>
Vandenberg Air Force Base,GRANT,11 - Powerline,10/4/1995
Yosemite National Park,CONNESS,1 - Lightning,9/13/1995
Mendocino CDF,SKULL,14 - Unknown / Unidentified,10/2/1995
San Diego CDF,SACRED MTN. #5,14 - Unknown / Unidentified,8/12/1995
Bakersfield District - BLM,MCPHERSON,11 - Powerline,5/26/1995
Riverside CDF, ,7 - Arson,9/23/1995
Riverside CDF,HWY 91,14 - Unknown / Unidentified,<Null>
Sequoia National Forest,LIVE OAK,7 - Arson,7/26/1995
San Diego CDF,SPRINGS,2 - Equipment Use,10/20/1995
San Bernardino National Forest,PEACH #2,7 - Arson,9/23/1995
San Diego CDF,CHURCH,14 - Unknown / Unidentified,7/29/1995
Bakersfield District - BLM,TANK,3 - Smoking,7/14/1995
Yosemite National Park,BRIDAL,9 - Miscellaneous,<Null>
San Diego CDF,GRADE,14 - Unknown / Unidentified,11/30/1995
Bakersfield District - BLM,RED,2 - Equipment Use,5/28/1995
Los Angeles County,PALMDALE FIRE,14 - Unknown / Unidentified,9/10/1995
Los Angeles County,WEST FIRE,14 - Unknown / Unidentified,7/2/1995
Kern County,LIME,14 - Unknown / Unidentified,10/5/1995
Modoc National Forest,LOST,1 - Lightning,9/16/1995
Riverside CDF,SEATON,14 - Unknown / Unidentified,<Null>
Fresno-Kings CDF,TAR,14 - Unknown / Unidentified,9/4/1995
Riverside CDF,ROSA,14 - Unknown / Unidentified,<Null>
Riverside CDF,VISTA,14 - Unknown / Unidentified,<Null>
Riverside CDF,VERDUGO,14 - Unknown / Unidentified,<Null>
Riverside CDF,LA CRESTA,14 - Unknown / Unidentified,<Null>
Riverside CDF,WHITEWATER,2 - Equipment Use,5/30/1995
Riverside CDF,LUZ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest,NOBE,5 - Debris,11/19/1995
Los Angeles County,PUENTE HILLS FIRE,14 - Unknown / Unidentified,8/27/1995
Eldorado National Forest,MILL,5 - Debris,11/4/1995
Northern CA District - BLM, ,1 - Lightning,9/16/1995
Riverside CDF,HIGHWAY,14 - Unknown / Unidentified,<Null>
San Luis Obispo CDF,HWY 41,7 - Arson,8/14/1994
Tahoe National Forest,COTTONWOOD,7 - Arson,8/16/1994
Tehama - Glenn CDF,BARKLEY,1 - Lightning,9/18/1994
Klamath National Forest,JACK #1,1 - Lightning,7/21/1994
Ventura County,STECKEL,14 - Unknown / Unidentified,11/28/1994
San Bernardino National Forest,PALM,1 - Lightning,7/1/1994
San Bernardino National Forest,DEVILS,9 - Miscellaneous,7/3/1994
Klamath National Forest,SPECIMEN,1 - Lightning,9/18/1994
Tahoe National Forest,CRYSTAL,2 - Equipment Use,8/4/1994
Tahoe National Forest, ,2 - Equipment Use,8/4/1994
Riverside CDF,BAILEY,14 - Unknown / Unidentified,<Null>
Sequoia National Forest,LUCAS #4,1 - Lightning,6/27/1994
Cleveland National Forest,SECOND,9 - Miscellaneous,6/26/1994
Sierra National Forest,BIG CREEK,9 - Miscellaneous,8/24/1994
Los Angeles County,SHOOTING FIRE,14 - Unknown / Unidentified,6/25/1994
Angeles National Forest,SCOUT,4 - Campfire,6/25/1994
Yosemite National Park, ,1 - Lightning,<Null>
Los Padres National Forest,ALISO,3 - Smoking,7/30/1994
San Diego CDF,ROCOSO,14 - Unknown / Unidentified,1/12/1994
Mendocino National Forest,SUGARFOOT,3 - Smoking,8/27/1994
San Diego CDF,OTAY #4,4 - Campfire,10/9/1994
Sequoia National Forest,PEAK,1 - Lightning,6/27/1994
Sequoia National Forest,WHITE BLANKET,9 - Miscellaneous,6/21/1994
Kern County,LAKELAND,5 - Debris,6/14/1994
Riverside CDF,GILMAN,7 - Arson,6/27/1994
Santa Barbara County,OAKHILL,14 - Unknown / Unidentified,10/9/1994
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Klamath National Forest,BEAR,1 - Lightning,7/21/1994
Tuolumne - Calaveras CDF,COPPER #8,10 - Vehicle,6/29/1994
San Bernardino National Forest,ESPERANZA,7 - Arson,8/21/1994
Shasta - Trinity CDF,BROWNS,2 - Equipment Use,7/12/1994
Riverside CDF,FAIRVIEW,7 - Arson,6/27/1994
Carson City District - BLM,DOYLE,5 - Debris,6/3/1994
Santa Clara CDF,WHEEL #1 & #2,10 - Vehicle,8/11/1994
Tuolumne - Calaveras CDF,CREEK,3 - Smoking,8/9/1994
San Bernardino National Forest,WILLOW,1 - Lightning,8/13/1994
Sonoma - Lake - Napa CDF,PG&E #24,14 - Unknown / Unidentified,<Null>
Kern County,CHEVRON,1 - Lightning,5/30/1994
Shasta - Trinity CDF,OAK RUN,7 - Arson,9/5/1994
Los Angeles County,AGUA DULCE FIRE,14 - Unknown / Unidentified,10/8/1994
Tuolumne - Calaveras CDF,COPPER #1,10 - Vehicle,6/29/1994
Butte CDF,TABLE,6 - Railroad,6/11/1994
Monterey - San Benito CDF,BASHAM,14 - Unknown / Unidentified,6/24/1994
Tahoe National Forest,HIRSCHDALE,2 - Equipment Use,8/11/1994
Riverside CDF,74,1 - Lightning,9/6/1994
Fresno-Kings CDF,YORK,2 - Equipment Use,6/12/1994
Kern County,FORT,10 - Vehicle,10/3/1994
Monterey - San Benito CDF,PINNACLES,14 - Unknown / Unidentified,8/5/1994
Riverside CDF,GIBREL,7 - Arson,6/27/1994
Riverside CDF,BERNASCONI,14 - Unknown / Unidentified,<Null>
Amador - El Dorado CDF,KELSEY,7 - Arson,8/7/1994
Kern County,SMOOT,2 - Equipment Use,9/24/1994
Tuolumne - Calaveras CDF,PARROTTS,2 - Equipment Use,7/18/1994
San Luis Obispo CDF,TEMBLOR,14 - Unknown / Unidentified,7/2/1994
Orange County,CARBON,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Orange County,RIDGE LINE,14 - Unknown / Unidentified,6/24/1994
Sierra National Forest,GARLIC,1 - Lightning,6/17/1994
Butte CDF,RAULSON,2 - Equipment Use,6/30/1994
Shasta-Trinity National Forest,SCORPION,1 - Lightning,9/18/1994
Madera - Mariposa CDF,HUNTER,14 - Unknown / Unidentified,<Null>
Ventura County,PALOCOMADO,14 - Unknown / Unidentified,11/19/1994
Sierra National Forest,SECATA,9 - Miscellaneous,9/1/1994
Los Angeles County,CEMENT FIRE #2,14 - Unknown / Unidentified,7/21/1994
Fresno-Kings CDF,FRIANT,2 - Equipment Use,7/27/1994
San Diego CDF,RODGIGUES,2 - Equipment Use,9/16/1994
Siskiyou CDF,RIVER,7 - Arson,7/9/1994
San Bernardino National Forest,ROUSE,9 - Miscellaneous,8/13/1994
Angeles National Forest,HEATON,3 - Smoking,8/16/1994
Los Angeles County,LEONA FIRE,14 - Unknown / Unidentified,8/8/1994
Los Angeles County,WAGON FIRE,14 - Unknown / Unidentified,6/25/1994
San Bernardino National Forest,LAKE HEMET,14 - Unknown / Unidentified,7/1/1994
Bakersfield District - BLM,POSO,7 - Arson,5/16/1994
Nevada - Yuba - Placer CDF,TRAUNER,11 - Powerline,8/7/1994
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Mendocino CDF,FISH,14 - Unknown / Unidentified,8/15/1994
Riverside CDF, ,1 - Lightning,8/12/1994
Sierra National Forest,POWERHOUSE 2,7 - Arson,8/1/1994
Riverside CDF,MATTHEWS,5 - Debris,5/27/1994
Kern County,KECK,14 - Unknown / Unidentified,8/1/1994
Tulare County,BEAR CREEK,14 - Unknown / Unidentified,8/15/1994
San Diego CDF,GRAPE VINE,14 - Unknown / Unidentified,8/7/1994
Sequoia National Forest,JAMES,4 - Campfire,6/4/1994
Sequoia National Forest,LUCAS,1 - Lightning,6/27/1994
Riverside CDF,SAN TIMOTEO,7 - Arson,6/28/1994
San Diego CDF,LA POSTA,9 - Miscellaneous,9/9/1994
Tuolumne - Calaveras CDF,WILLIAMS,14 - Unknown / Unidentified,7/17/1994
Riverside CDF,MIWTO,9 - Miscellaneous,8/2/1994
Lassen - Modoc CDF,WIDOW INC.,14 - Unknown / Unidentified,8/18/1994
Kern County,DIGIER,10 - Vehicle,7/28/1994
Ventura County,ALISO I,14 - Unknown / Unidentified,10/16/1994
Los Angeles County,G FIRE,14 - Unknown / Unidentified,5/20/1994
Los Angeles County,JOSHUA FIRE,14 - Unknown / Unidentified,6/1/1994
Nevada - Yuba - Placer CDF,BRIDGEPORT,14 - Unknown / Unidentified,8/24/1994
Los Angeles County,WEST FIRE,14 - Unknown / Unidentified,10/19/1994
Tuolumne - Calaveras CDF,COPPER #3,10 - Vehicle,6/29/1994
Madera - Mariposa CDF,BASALT,14 - Unknown / Unidentified,7/1/1994
Tuolumne - Calaveras CDF,S.J. #10,14 - Unknown / Unidentified,7/23/1994
San Diego CDF,YAQUI,14 - Unknown / Unidentified,8/11/1994
Tehama - Glenn CDF,BEEGUM,2 - Equipment Use,7/7/1994
Klamath National Forest,RHOMBUS,1 - Lightning,7/21/1994
Siskiyou CDF,COTTONWOOD,9 - Miscellaneous,7/4/1994
Amador - El Dorado CDF,SUNNYBROOK,14 - Unknown / Unidentified,6/26/1994
Sequoia National Forest,KERN,9 - Miscellaneous,5/14/1994
San Diego CDF,OLD JULIAN,2 - Equipment Use,8/1/1994
Six Rivers National Forest,KEVIN,1 - Lightning,7/21/1994
Fresno-Kings CDF, ,10 - Vehicle,7/30/1994
Los Angeles County,KERN CO. FIRE 192 AC,14 - Unknown / Unidentified,5/27/1994
Los Angeles County,BALDWIN FIRE,14 - Unknown / Unidentified,6/1/1994
Modoc National Forest,CORPORATION,5 - Debris,6/25/1994
Channel Islands - NPS,CHINESE (CHINA PINES SLOPOVER),<Null>,12/8/1994
Cleveland National Forest,LIVE OAK,9 - Miscellaneous,8/21/1994
Riverside CDF,RMMW FIRE,1 - Lightning,7/1/1994
Northern CA District - BLM, ,1 - Lightning,<Null>
San Bernardino National Forest,HIGHWAY 18,9 - Miscellaneous,8/29/1994
Sequoia National Forest,RODEO,7 - Arson,6/25/1994
Bakersfield District - BLM,PALADINO,9 - Miscellaneous,5/28/1994
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino CDF, ,9 - Miscellaneous,9/9/1994
Los Angeles County,CEMENT FIRE #1,14 - Unknown / Unidentified,6/19/1994
Stanislaus National Forest,BROKEN,2 - Equipment Use,8/18/1994
Sequoia National Forest,LUCAS #2,1 - Lightning,6/27/1994
Sequoia - Kings Canyon NP,EMPIRE,1 - Lightning,7/19/1994
Los Padres National Forest,MARRE,3 - Smoking,9/25/1993
Ventura County,GREEN MEADOWS,14 - Unknown / Unidentified,10/26/1993
Ventura County,STECKEL,14 - Unknown / Unidentified,10/27/1993
Riverside CDF,CALIFORNIA,11 - Powerline,10/26/1993
Orange County,ORTEGA,9 - Miscellaneous,10/27/1993
Kern County,ORCHARD,1 - Lightning,6/21/1993
San Diego CDF,GUEJIUTO,11 - Powerline,10/27/1993
Los Angeles County,OLD TOPANGA FIRE,14 - Unknown / Unidentified,11/2/1993
Orange County,LAGUNA FIRE,7 - Arson,10/27/1993
Madera - Mariposa CDF,PG&E #4,14 - Unknown / Unidentified,<Null>
Bakersfield District - BLM,ELK HILLS 2,11 - Powerline,5/10/1993
Riverside CDF,REPPLIER,2 - Equipment Use,11/2/1993
San Bernardino CDF, ,2 - Equipment Use,10/27/1993
Los Angeles County,KINNELOA FIRE,14 - Unknown / Unidentified,10/27/1993
Monterey - San Benito CDF,RANCHO,14 - Unknown / Unidentified,8/1/1993
San Diego CDF,EAGLE,4 - Campfire,5/14/1993
Riverside CDF,BOX SPRINGS,9 - Miscellaneous,10/27/1993
Kern County,RESERVE,14 - Unknown / Unidentified,6/23/1993
Kern County,SABODAN,2 - Equipment Use,5/10/1993
Riverside CDF,TRIBAL,2 - Equipment Use,10/27/1993
Sequoia - Kings Canyon NP,BUCK PEAK,1 - Lightning,6/22/1993
Los Angeles County,WEST FIRE,14 - Unknown / Unidentified,7/14/1993
Bakersfield District - BLM,PGE 13,9 - Miscellaneous,5/10/1993
Los Angeles County,CHATSWORTH FIRE,14 - Unknown / Unidentified,10/27/1993
Cleveland National Forest,BODEN,9 - Miscellaneous,5/11/1993
San Diego CDF,GRADE,14 - Unknown / Unidentified,6/16/1993
Los Padres National Forest,WHEEL,9 - Miscellaneous,10/27/1993
Monterey - San Benito CDF,METZ,14 - Unknown / Unidentified,6/11/1993
Kern County,WELLER,2 - Equipment Use,9/24/1993
Vandenberg Air Force Base,CASMALIA,8 - Playing with fire,6/15/1993
Los Angeles County,VILLA FIRE,14 - Unknown / Unidentified,5/10/1993
Lassen - Modoc CDF,WIDOW INC.,14 - Unknown / Unidentified,8/6/1993
Kern County,TEJON,10 - Vehicle,6/20/1993
Sequoia National Forest,CHIMNEY,7 - Arson,6/29/1993
Kern County,ROUND MTN.,11 - Powerline,5/10/1993
San Diego CDF,POWAY,14 - Unknown / Unidentified,11/2/1993
Orange County,RANCHO MISSION 4,14 - Unknown / Unidentified,<Null>
Sonoma - Lake - Napa CDF,GERSTLE,14 - Unknown / Unidentified,<Null>
Butte CDF,NELSON,2 - Equipment Use,9/1/1993
San Diego CDF,COACH,14 - Unknown / Unidentified,9/27/1993
Los Angeles County,GORMAN FIRE,14 - Unknown / Unidentified,7/17/1993
Sequoia National Forest,GIBBON,2 - Equipment Use,8/23/1993
Kern County,CREE,11 - Powerline,6/10/1993
San Luis Obispo CDF,PINE CREEK,14 - Unknown / Unidentified,<Null>
Santa Barbara County,CEBRIAN,14 - Unknown / Unidentified,8/17/1993
San Diego CDF,OTAY,14 - Unknown / Unidentified,6/18/1993
Los Angeles County,POPPY FIRE,14 - Unknown / Unidentified,6/24/1993
Orange County,STAGECOACH,14 - Unknown / Unidentified,<Null>
Madera - Mariposa CDF,TABLE,14 - Unknown / Unidentified,<Null>
Mendocino CDF,WILLITS WATERSHED,14 - Unknown / Unidentified,6/10/1993
Inyo National Forest, ,1 - Lightning,8/2/1993
Madera - Mariposa CDF,TABLE,14 - Unknown / Unidentified,6/23/1993
Kern County,TAYLOR,10 - Vehicle,7/27/1993
Kern County,MEBANE,8 - Playing with fire,7/28/1993
Sequoia National Forest,POWER,7 - Arson,5/12/1993
Bakersfield District - BLM,RESERVE,2 - Equipment Use,6/27/1993
Sequoia National Forest,RICBAR,7 - Arson,5/12/1993
Bakersfield District - BLM,COOK,8 - Playing with fire,7/6/1993
San Luis Obispo CDF,MCMILLAN,14 - Unknown / Unidentified,5/12/1993
Riverside CDF,VAIL,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Kern County,EAGLE PEAK,14 - Unknown / Unidentified,9/14/1993
San Luis Obispo CDF,MESA,14 - Unknown / Unidentified,6/23/1993
Santa Barbara County,YARD,14 - Unknown / Unidentified,7/27/1993
Kern County,POWER,7 - Arson,5/12/1993
Los Angeles County,DESERT FIRE,14 - Unknown / Unidentified,6/24/1993
Tuolumne - Calaveras CDF,GROVES,2 - Equipment Use,6/16/1993
Six Rivers National Forest, ,5 - Debris,11/26/1993
Lassen - Modoc CDF,GALLATIN FIRE,14 - Unknown / Unidentified,6/27/1993
Riverside CDF, ,9 - Miscellaneous,9/26/1993
Los Angeles County,ANTELOPE FIRE,14 - Unknown / Unidentified,6/16/1993
Bakersfield District - BLM,RANCHERIA,7 - Arson,6/27/1993
Sequoia - Kings Canyon NP,WILLOW,1 - Lightning,9/2/1993
San Diego CDF,BELL,4 - Campfire,9/22/1993
San Diego CDF,CLEVENGER,14 - Unknown / Unidentified,9/8/1993
Bakersfield District - BLM,RIDGE,2 - Equipment Use,5/17/1993
Tulare County,ELEPHANT,14 - Unknown / Unidentified,<Null>
Sequoia National Forest,WHITE DEER,9 - Miscellaneous,6/19/1993
Riverside CDF,SILVER,7 - Arson,11/23/1993
Sequoia National Forest,RUSSIA,7 - Arson,8/30/1993
Riverside CDF,DELUZ,2 - Equipment Use,9/27/1993
Bakersfield District - BLM,ELKHORN,2 - Equipment Use,9/12/1993
San Luis Obispo CDF,BANNEKER,14 - Unknown / Unidentified,6/11/1993
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest,OAT,7 - Arson,6/19/1993
Sequoia - Kings Canyon NP,LE CONTE,14 - Unknown / Unidentified,9/7/1993
San Diego CDF,BUTTERFIELD,9 - Miscellaneous,7/3/1993
Los Angeles County,75TH FIRE,14 - Unknown / Unidentified,8/21/1993
Los Angeles County,SAN FERNANDO FIRE,14 - Unknown / Unidentified,11/14/1993
Bakersfield District - BLM,PANOCHE,14 - Unknown / Unidentified,6/26/1993
Los Angeles County,ROCK FIRE,14 - Unknown / Unidentified,7/23/1993
Bakersfield District - BLM,SAND CYN,8 - Playing with fire,8/19/1993
Los Angeles County,WEST FIRE NO. 2,14 - Unknown / Unidentified,9/4/1993
Sequoia National Forest,MILL,9 - Miscellaneous,7/12/1993
San Diego CDF,TECATE #44,7 - Arson,10/26/1993
Bakersfield District - BLM,WHITLOCK,4 - Campfire,8/4/1993
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
